N,Algorithm,HV_Mean,RunTime_Mean_s,Cost_Min_Mean_USD,Time_Min_Mean_s,Pen_Min_Mean_s,ZeroPenalty_Ratio_Mean
50,Improved NSGA-II,4492279828228.292,11.036828185185184,76.99623151111112,1322.8370344407408,0.0,0.7315724481481481
50,KMeans-initialized NSGA-II,4444763525602.953,5.919772751851852,86.18768167777777,1356.0,0.2962962962962963,0.5884367296296296
50,Traditional NSGA-II,4431594315237.551,5.927610429629629,89.41332493333333,1325.9726385851852,0.26361586296296297,0.6066965370370371
50,MOPSO,4273341851599.5205,4.1858393740740745,117.40931896666667,1528.4855866555556,107.28209786296296,0.4523805296296296
100,Improved NSGA-II,4134814624332.9224,19.456148600000002,147.14322957037038,1498.7718619296297,0.0,0.6608664962962963
100,KMeans-initialized NSGA-II,4050265179352.648,10.216604696296296,164.12369801851852,1528.888888888889,0.5555555555555556,0.6047475888888889
100,Traditional NSGA-II,3767749527672.286,8.905899514814815,217.5403226925926,1803.8035676666666,53.448679285185186,0.4517539962962963
100,MOPSO,3580600667439.769,6.367905951851852,248.87288267037036,1962.1919071740742,663.0424421814814,0.35723546666666667
