Experiment,Level,Instance,Seed,N,NumTrucks_Set,NumDirectDrones_Set,NumCarDrones_Set,TruckSpeed_Set,DroneSpeed_Set,Cost,Time,Penalty,TruckService_Count,DirectService_Count,CarService_Count,AirService_Count,ActiveTruck_Count,ActiveDirect_Count,ActiveCar_Count,Runtime_s
SpeedConfig,10_20,r101.txt,4225,100,15,5,1,10.0,20.0,202.96126984116356,1650.0,0.0,93,4,3,7,12,2,1,27.87689018249512
SpeedConfig,10_20,r101.txt,4226,100,15,5,1,10.0,20.0,209.2128976179585,1390.0,0.0,87,9,4,13,12,3,2,27.29857563972473
SpeedConfig,10_20,r101.txt,4227,100,15,5,1,10.0,20.0,232.81352866012816,1350.0,0.0,91,3,6,9,14,1,2,28.81791925430298
SpeedConfig,10_20,r101.txt,4228,100,15,5,1,10.0,20.0,194.8742529800075,1530.0,0.0,86,7,7,14,11,2,3,25.06044602394104
SpeedConfig,10_20,r101.txt,4229,100,15,5,1,10.0,20.0,220.70275637831108,1380.0,0.0,91,5,4,9,13,2,2,29.282761335372925
SpeedConfig,10_20,r101.txt,4230,100,15,5,1,10.0,20.0,217.1949993789949,1520.0,0.0,93,3,4,7,13,1,2,24.48190760612488
SpeedConfig,15_20,r101.txt,4201,100,15,5,1,15.0,20.0,164.61877000010722,1090.0,0.0,90,5,5,10,10,2,3,24.963796138763428
SpeedConfig,15_20,r101.txt,4202,100,15,5,1,15.0,20.0,147.4530335185398,1300.0,0.0,92,3,5,8,9,1,3,25.82177996635437
SpeedConfig,15_20,r101.txt,4203,100,15,5,1,15.0,20.0,148.35109708834193,1116.6666666666667,0.0,90,3,7,10,10,2,5,24.06951141357422
SpeedConfig,15_20,r101.txt,4204,100,15,5,1,15.0,20.0,157.52174598161918,1190.0,0.0,94,5,1,6,9,1,1,22.01079773902893
SpeedConfig,15_20,r101.txt,4205,100,15,5,1,15.0,20.0,158.6467962838237,1166.6666666666667,0.0,91,6,3,9,9,1,2,24.44238519668579
SpeedConfig,15_20,r101.txt,4206,100,15,5,1,15.0,20.0,172.7934564644727,1043.3333333333337,0.0,91,5,4,9,10,1,2,25.004554271698
SpeedConfig,15_20,r101.txt,4207,100,15,5,1,15.0,20.0,184.26543296008333,1040.0,0.0,95,2,3,5,11,1,1,23.19661521911621
SpeedConfig,15_20,r101.txt,4208,100,15,5,1,15.0,20.0,165.06430361927568,1070.0,0.0,91,5,4,9,9,2,3,23.2207088470459
SpeedConfig,15_20,r101.txt,4209,100,15,5,1,15.0,20.0,164.71079552858416,1033.3333333333333,0.0,86,7,7,14,9,1,4,23.97534823417664
SpeedConfig,15_20,r101.txt,4210,100,15,5,1,15.0,20.0,193.5670299695842,996.6666666666669,0.0,90,4,6,10,11,2,3,27.350316762924194
SpeedConfig,15_20,r101.txt,4211,100,15,5,1,15.0,20.0,162.63216687664655,1110.0,0.0,91,7,2,9,9,2,2,23.38022494316101
SpeedConfig,15_20,r101.txt,4212,100,15,5,1,15.0,20.0,158.31928021676154,1110.0000000000002,0.0,92,5,3,8,9,1,2,23.29454350471497
SpeedConfig,15_20,r101.txt,4213,100,15,5,1,15.0,20.0,155.97375893926332,1210.0,0.0,93,5,2,7,9,1,1,24.722740411758423
SpeedConfig,15_20,r101.txt,4214,100,15,5,1,15.0,20.0,193.6791518989693,1026.6666666666667,0.0,94,3,3,6,11,3,2,24.878379583358765
SpeedConfig,15_20,r101.txt,4215,100,15,5,1,15.0,20.0,160.40870652886997,1020.0,0.0,91,3,6,9,10,1,3,21.65571880340576
SpeedConfig,15_20,r101.txt,4216,100,15,5,1,15.0,20.0,172.4365385616872,1030.0,0.0,92,0,8,8,10,0,3,22.2721745967865
SpeedConfig,15_20,r101.txt,4217,100,15,5,1,15.0,20.0,163.81752721833453,1030.0,0.0,90,5,5,10,9,2,3,24.251206159591675
SpeedConfig,15_20,r101.txt,4218,100,15,5,1,15.0,20.0,145.89752198401456,1196.6666666666667,0.0,93,5,2,7,8,2,1,25.929291248321533
SpeedConfig,15_20,r101.txt,4219,100,15,5,1,15.0,20.0,186.4790629746939,1023.3333333333331,0.0,93,3,4,7,11,1,2,24.084672927856445
SpeedConfig,15_20,r101.txt,4220,100,15,5,1,15.0,20.0,157.25812626133606,1050.0,0.0,92,3,5,8,9,1,2,21.004230976104736
SpeedConfig,15_20,r101.txt,4221,100,15,5,1,15.0,20.0,177.6730141398062,1060.0,0.0,91,4,5,9,10,2,2,23.61263370513916
SpeedConfig,15_20,r101.txt,4222,100,15,5,1,15.0,20.0,176.24624817458857,1066.6666666666667,0.0,92,4,4,8,10,1,3,26.8205463886261
SpeedConfig,15_20,r101.txt,4223,100,15,5,1,15.0,20.0,154.4969173134485,1120.0,0.0,93,0,7,7,9,0,2,25.528425455093384
SpeedConfig,15_20,r101.txt,4224,100,15,5,1,15.0,20.0,157.50996041029572,1120.0,0.0,90,5,5,10,9,1,2,20.767097234725952
SpeedConfig,15_20,r101.txt,4225,100,15,5,1,15.0,20.0,157.85182590674177,1166.6666666666667,0.0,92,5,3,8,9,1,2,24.134807348251343
SpeedConfig,15_20,r101.txt,4226,100,15,5,1,15.0,20.0,155.02438609463005,1073.3333333333333,0.0,93,7,0,7,9,2,0,25.360811710357662
SpeedConfig,15_20,r101.txt,4227,100,15,5,1,15.0,20.0,158.07079872982305,1066.6666666666667,0.0,91,7,2,9,10,2,1,23.85200500488281
SpeedConfig,15_20,r101.txt,4228,100,15,5,1,15.0,20.0,167.15939767670437,1130.0,0.0,96,4,0,4,10,1,0,23.661132097244263
SpeedConfig,15_20,r101.txt,4229,100,15,5,1,15.0,20.0,159.09382751704473,1080.0,0.0,92,3,5,8,9,1,2,26.00077247619629
SpeedConfig,15_20,r101.txt,4230,100,15,5,1,15.0,20.0,155.2936550584148,1093.3333333333337,0.0,92,6,2,8,10,1,2,21.59854888916016
SpeedConfig,10_25,r101.txt,4201,100,15,5,1,10.0,25.0,250.10781752079816,1320.0,0.0,90,4,6,10,15,1,3,25.01869201660156
SpeedConfig,10_25,r101.txt,4202,100,15,5,1,10.0,25.0,234.7182922080192,1370.0,0.0,90,5,5,10,14,2,2,25.13760113716125
SpeedConfig,10_25,r101.txt,4203,100,15,5,1,10.0,25.0,267.6834625154585,1260.0,0.0,84,7,9,16,15,3,6,27.33799982070923
SpeedConfig,10_25,r101.txt,4204,100,15,5,1,10.0,25.0,190.54337095810428,1420.0,0.0,88,7,5,12,11,2,2,26.559279441833496
SpeedConfig,10_25,r101.txt,4205,100,15,5,1,10.0,25.0,198.0704024688048,1370.0,0.0,85,5,10,15,11,2,4,24.37134599685669
SpeedConfig,10_25,r101.txt,4206,100,15,5,1,10.0,25.0,231.15371203865627,1530.0,0.0,94,4,2,6,14,1,1,27.196929931640625
SpeedConfig,10_25,r101.txt,4207,100,15,5,1,10.0,25.0,235.4186215353218,1420.0,0.0,91,1,8,9,14,1,3,26.97808122634888
SpeedConfig,10_25,r101.txt,4208,100,15,5,1,10.0,25.0,222.0768500986275,1400.0,0.0,90,5,5,10,13,2,2,28.86751437187195
SpeedConfig,10_25,r101.txt,4209,100,15,5,1,10.0,25.0,196.80289775543127,1630.0,0.0,90,6,4,10,11,3,2,25.918352127075195
SpeedConfig,10_25,r101.txt,4210,100,15,5,1,10.0,25.0,232.77711650852785,1400.0,0.0,93,3,4,7,14,1,2,25.39170265197754
SpeedConfig,10_25,r101.txt,4211,100,15,5,1,10.0,25.0,235.5517156458818,1380.0,0.0,92,4,4,8,14,2,2,26.858541011810303
SpeedConfig,10_25,r101.txt,4212,100,15,5,1,10.0,25.0,220.65276466287816,1370.0,0.0,86,8,6,14,13,2,2,26.49319696426392
SpeedConfig,10_25,r101.txt,4213,100,15,5,1,10.0,25.0,208.73465184110552,1430.0,0.0,85,8,7,15,12,2,2,25.86000657081604
SpeedConfig,10_25,r101.txt,4214,100,15,5,1,10.0,25.0,233.74725475413533,1550.0,0.0,92,5,3,8,14,2,1,27.909462690353397
SpeedConfig,10_25,r101.txt,4215,100,15,5,1,10.0,25.0,219.6656269527934,1380.0,0.0,92,6,2,8,13,2,1,27.03160333633423
SpeedConfig,10_25,r101.txt,4216,100,15,5,1,10.0,25.0,232.3215931098404,1410.0,0.0,91,6,3,9,14,2,1,26.391790628433228
SpeedConfig,10_25,r101.txt,4217,100,15,5,1,10.0,25.0,224.3926997204012,1390.0,0.0,88,4,8,12,13,2,3,28.21627140045166
SpeedConfig,10_25,r101.txt,4218,100,15,5,1,10.0,25.0,204.5630443203928,1380.0,0.0,89,8,3,11,12,2,1,25.92233943939209
SpeedConfig,10_25,r101.txt,4219,100,15,5,1,10.0,25.0,208.05385336379837,1420.0,0.0,88,8,4,12,12,1,3,25.487966299057007
SpeedConfig,10_25,r101.txt,4220,100,15,5,1,10.0,25.0,234.5180673036324,1320.0,0.0,90,0,10,10,14,0,4,28.4464008808136
SpeedConfig,10_25,r101.txt,4221,100,15,5,1,10.0,25.0,242.271868157605,1320.0,0.0,83,8,9,17,14,2,4,26.19092845916748
SpeedConfig,10_25,r101.txt,4222,100,15,5,1,10.0,25.0,206.51397636978817,1720.0,0.0,92,4,4,8,12,2,2,27.86606740951538
SpeedConfig,10_25,r101.txt,4223,100,15,5,1,10.0,25.0,218.86740603181732,1380.0,0.0,88,9,3,12,13,2,1,27.37657380104065
SpeedConfig,10_25,r101.txt,4224,100,15,5,1,10.0,25.0,195.11732617841244,1490.0,0.0,84,7,9,16,11,2,3,26.61890149116516
SpeedConfig,10_25,r101.txt,4225,100,15,5,1,10.0,25.0,206.98582575716836,1540.0,0.0,92,4,4,8,12,2,2,29.15932893753052
SpeedConfig,10_25,r101.txt,4226,100,15,5,1,10.0,25.0,211.55927559435423,1500.0,0.0,88,2,10,12,12,1,5,27.081101894378666
SpeedConfig,10_25,r101.txt,4227,100,15,5,1,10.0,25.0,221.3025315203194,1450.0,0.0,89,9,2,11,13,3,1,28.16844630241394
SpeedConfig,10_25,r101.txt,4228,100,15,5,1,10.0,25.0,207.7147798800196,1380.0,0.0,85,3,12,15,13,1,5,24.993518829345703
SpeedConfig,10_25,r101.txt,4229,100,15,5,1,10.0,25.0,203.91931975860035,1510.0,0.0,94,6,0,6,12,3,0,27.25910210609436
SpeedConfig,10_25,r101.txt,4230,100,15,5,1,10.0,25.0,221.1083705905852,1350.0,0.0,90,6,4,10,13,2,2,26.642276763916016
SpeedConfig,15_25,r101.txt,4201,100,15,5,1,15.0,25.0,158.88823605969588,1133.3333333333337,0.0,91,5,4,9,9,1,2,24.22312712669373
SpeedConfig,15_25,r101.txt,4202,100,15,5,1,15.0,25.0,156.11533214022265,1180.0,0.0,94,4,2,6,9,1,1,24.96146583557129
SpeedConfig,15_25,r101.txt,4203,100,15,5,1,15.0,25.0,161.270723273527,1103.3333333333333,0.0,92,6,2,8,9,2,2,25.229992389678955
SpeedConfig,15_25,r101.txt,4204,100,15,5,1,15.0,25.0,147.21724479935884,1120.0,0.0,86,12,2,14,8,3,1,20.96151304244995
SpeedConfig,15_25,r101.txt,4205,100,15,5,1,15.0,25.0,172.74153190095424,1050.0,0.0,91,3,6,9,10,1,2,24.09621787071228
SpeedConfig,15_25,r101.txt,4206,100,15,5,1,15.0,25.0,170.19678859904906,1086.6666666666667,0.0,90,6,4,10,10,1,1,23.30254817008972
SpeedConfig,15_25,r101.txt,4207,100,15,5,1,15.0,25.0,176.5675703392057,983.3333333333334,0.0,86,7,7,14,10,1,3,22.609025716781616
SpeedConfig,15_25,r101.txt,4208,100,15,5,1,15.0,25.0,159.26000308359312,1043.3333333333333,0.0,91,7,2,9,10,2,2,21.72166109085083
SpeedConfig,15_25,r101.txt,4209,100,15,5,1,15.0,25.0,161.42043488610346,1050.0,0.0,89,6,5,11,10,1,4,24.91972327232361
SpeedConfig,15_25,r101.txt,4210,100,15,5,1,15.0,25.0,190.80070033301905,983.3333333333334,0.0,93,4,3,7,11,1,3,22.206120252609253
SpeedConfig,15_25,r101.txt,4211,100,15,5,1,15.0,25.0,156.1689696334868,1173.3333333333337,0.0,94,5,1,6,9,1,1,26.558393478393555
SpeedConfig,15_25,r101.txt,4212,100,15,5,1,15.0,25.0,180.9256508453809,963.3333333333331,0.0,86,7,7,14,10,3,3,22.774200916290283
SpeedConfig,15_25,r101.txt,4213,100,15,5,1,15.0,25.0,158.67671245984178,1120.0,0.0,94,3,3,6,9,1,2,24.74098777770996
SpeedConfig,15_25,r101.txt,4214,100,15,5,1,15.0,25.0,175.91777420984565,1003.3333333333331,0.0,89,5,6,11,10,2,2,21.971977472305294
SpeedConfig,15_25,r101.txt,4215,100,15,5,1,15.0,25.0,164.50167211129698,1093.3333333333333,0.0,88,2,10,12,10,1,5,24.11131167411804
SpeedConfig,15_25,r101.txt,4216,100,15,5,1,15.0,25.0,174.8522984272656,1050.0,0.0,91,2,7,9,10,1,3,23.48587155342102
SpeedConfig,15_25,r101.txt,4217,100,15,5,1,15.0,25.0,147.07957429144028,1120.0,0.0,90,6,4,10,8,1,3,24.024163484573364
SpeedConfig,15_25,r101.txt,4218,100,15,5,1,15.0,25.0,150.25495919479226,1156.6666666666667,0.0,88,8,4,12,8,3,2,24.12524652481079
SpeedConfig,15_25,r101.txt,4219,100,15,5,1,15.0,25.0,171.93496844670383,1023.3333333333331,0.0,92,5,3,8,10,1,2,23.07665228843689
SpeedConfig,15_25,r101.txt,4220,100,15,5,1,15.0,25.0,194.2588566185476,990.0,0.0,88,2,10,12,11,1,4,26.7601158618927
SpeedConfig,15_25,r101.txt,4221,100,15,5,1,15.0,25.0,175.25898469214656,1043.3333333333333,0.0,92,2,6,8,11,1,4,23.40533685684204
SpeedConfig,15_25,r101.txt,4222,100,15,5,1,15.0,25.0,177.33786778671325,1086.6666666666667,0.0,91,5,4,9,11,1,3,25.70501017570496
SpeedConfig,15_25,r101.txt,4223,100,15,5,1,15.0,25.0,169.83689001512806,930.0,0.0,83,4,13,17,9,2,5,19.61267852783203
SpeedConfig,15_25,r101.txt,4224,100,15,5,1,15.0,25.0,161.17616608072365,1046.6666666666667,0.0,87,7,6,13,9,1,3,23.791104793548584
SpeedConfig,15_25,r101.txt,4225,100,15,5,1,15.0,25.0,192.048651380694,1006.6666666666666,0.0,90,0,10,10,11,0,4,23.84606671333313
SpeedConfig,15_25,r101.txt,4226,100,15,5,1,15.0,25.0,174.4492053691983,1030.0,0.0,90,8,2,10,10,2,1,25.305206298828125
SpeedConfig,15_25,r101.txt,4227,100,15,5,1,15.0,25.0,211.7854138144944,943.3333333333331,0.0,87,4,9,13,12,1,5,25.15588402748108
SpeedConfig,15_25,r101.txt,4228,100,15,5,1,15.0,25.0,169.77841109751617,1053.3333333333333,0.0,95,4,1,5,10,1,1,25.650694370269772
SpeedConfig,15_25,r101.txt,4229,100,15,5,1,15.0,25.0,155.06992851690035,1066.6666666666663,0.0,94,0,6,6,9,0,2,24.842960596084595
SpeedConfig,15_25,r101.txt,4230,100,15,5,1,15.0,25.0,161.84326432304815,1093.3333333333337,0.0,88,8,4,12,9,2,2,23.983717679977417
