N,Run,Algorithm,Version,FrontType,PenaltyCap,Pareto_Count,HV,RunTime_s,Conv_Gen,Cost_Min,Cost_Mean,Cost_Max,Time_Min,Time_Mean,Time_Max,Pen_Min,Pen_Mean,Pen_Max,TruckService_Avg,DirectService_Avg,CarService_Avg,AirService_Avg,ActiveTruck_Avg,ActiveDirect_Avg,ActiveCar_Avg,PureTruck_Ratio,ZeroPenalty_Count,ZeroPenalty_Ratio,ZeroPenaltyTime_Best,ZeroPenaltyCost_Best
100,4207,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,12,4348547911998.384,10.457431,100,102.410959,129.11685,181.410959,1530.0,1943.333333,2740.0,0.0,8.333333,100.0,99.583333,0.083333,0.333333,0.416667,7.75,0.083333,0.25,0.666667,11,0.916667,1530.0,102.452055
100,4208,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,16,4397714859302.197,10.315067,100,91.753425,127.485954,193.356164,1540.0,2006.25,2740.0,0.0,15.0,100.0,99.5,0.0625,0.4375,0.5,7.5625,0.0625,0.3125,0.6875,13,0.8125,1540.0,104.958904
100,4209,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,23,4343852382979.6313,9.450702,100,102.986301,131.340547,178.545361,1550.0,1929.130435,2490.0,0.0,6.956522,80.0,99.434783,0.0,0.565217,0.565217,8.043478,0.0,0.521739,0.695652,21,0.913043,1550.0,102.986301
100,4210,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,15,4342234260228.431,8.221263,100,103.890411,139.35511,194.09589,1520.0,1867.333333,2540.0,0.0,2.666667,40.0,99.333333,0.066667,0.6,0.666667,8.533333,0.066667,0.4,0.6,14,0.933333,1520.0,107.268805
100,4211,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,18,4393097453072.901,10.403016,100,92.942622,131.209826,194.054795,1520.0,2022.222222,3570.0,0.0,2.222222,40.0,99.722222,0.111111,0.166667,0.277778,7.833333,0.111111,0.166667,0.722222,17,0.944444,1520.0,102.90411
100,4212,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,10,4284191896487.0728,7.243245,100,115.945205,147.847002,194.424658,1530.0,1663.0,1790.0,0.0,0.0,0.0,99.9,0.0,0.1,0.1,9.1,0.0,0.1,0.9,10,1.0,1530.0,115.945205
100,4213,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,10,4334970680532.877,7.917538,100,105.287671,140.645561,192.90411,1530.0,1822.0,2690.0,0.0,7.0,70.0,99.3,0.2,0.5,0.7,8.5,0.1,0.4,0.6,9,0.9,1530.0,105.303648
100,4214,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,18,4393564053927.31,10.343428,100,92.737066,125.294132,192.945205,1530.0,2137.777778,2790.0,0.0,1.111111,10.0,99.277778,0.277778,0.444444,0.722222,7.388889,0.222222,0.444444,0.444444,16,0.888889,1530.0,92.737066
100,4215,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,22,4345606778312.4473,9.075001,100,103.191781,133.498688,192.739726,1520.0,1896.818182,2490.0,0.0,5.454545,60.0,99.772727,0.045455,0.181818,0.227273,8.136364,0.045455,0.181818,0.772727,20,0.909091,1520.0,103.191781
100,4216,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,16,4355987013698.631,9.036974,100,100.890411,133.215753,179.082192,1530.0,1811.875,2240.0,0.0,0.0,0.0,99.9375,0.0,0.0625,0.0625,8.1875,0.0,0.0625,0.9375,16,1.0,1530.0,100.890411
100,4217,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,14,4345033973746.4463,8.225482,100,103.39726,133.300328,193.273973,1520.0,2051.428571,2980.0,0.0,0.0,0.0,99.642857,0.071429,0.285714,0.357143,7.928571,0.071429,0.285714,0.714286,14,1.0,1520.0,103.39726
100,4218,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,19,4324996383017.688,9.274204,100,107.219178,147.710407,199.246575,1520.0,1898.947368,2770.0,0.0,2.105263,20.0,99.578947,0.052632,0.368421,0.421053,9.0,0.052632,0.263158,0.736842,17,0.894737,1520.0,107.219178
100,4219,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,16,4335919407989.502,9.575991,100,105.123288,142.517638,193.561644,1520.0,1874.375,2930.0,0.0,3.125,50.0,99.9375,0.0,0.0625,0.0625,8.6875,0.0,0.0625,0.9375,15,0.9375,1520.0,105.246575
100,4220,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,19,4352397512448.489,8.56812,100,101.630137,131.40057,193.109589,1530.0,1870.0,2490.0,0.0,0.0,0.0,99.789474,0.0,0.210526,0.210526,8.105263,0.0,0.210526,0.789474,19,1.0,1530.0,101.630137
100,4221,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,15,4352953419038.4014,8.20937,100,101.589041,122.08592,179.938918,1530.0,1899.333333,2300.0,0.0,0.0,0.0,99.8,0.0,0.2,0.2,7.333333,0.0,0.2,0.8,15,1.0,1530.0,101.589041
100,4222,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,15,4350948424657.533,10.946841,100,102.041096,125.302283,177.972603,1530.0,1914.666667,2950.0,0.0,0.0,0.0,99.866667,0.0,0.133333,0.133333,7.533333,0.0,0.133333,0.866667,15,1.0,1530.0,102.041096
100,4223,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,23,4353283871700.53,8.354767,100,101.671233,145.11678,192.90411,1520.0,1758.695652,2360.0,0.0,0.0,0.0,99.652174,0.217391,0.130435,0.347826,8.869565,0.217391,0.130435,0.695652,23,1.0,1520.0,101.671233
100,4224,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,10,4341475134389.568,12.557483,100,103.849315,139.085551,206.890411,1530.0,1777.0,2630.0,0.0,10.0,50.0,99.6,0.1,0.3,0.4,8.5,0.1,0.3,0.7,8,0.8,1530.0,103.849315
100,4225,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,12,4346696145689.0,9.244983,100,102.575342,121.212102,176.90411,1550.0,1919.166667,2290.0,0.0,0.0,0.0,99.416667,0.083333,0.5,0.583333,7.166667,0.083333,0.416667,0.583333,12,1.0,1550.0,102.575342
100,4226,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,20,4405686395860.561,11.053329,100,90.273973,135.546237,206.972603,1530.0,1858.5,3060.0,0.0,0.0,0.0,99.5,0.3,0.2,0.5,8.15,0.25,0.2,0.55,20,1.0,1530.0,90.273973
100,4227,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,15,4344287547945.207,10.18142,100,103.027397,148.457534,208.945205,1540.0,1793.333333,2210.0,0.0,0.0,0.0,99.733333,0.0,0.266667,0.266667,9.066667,0.0,0.266667,0.733333,15,1.0,1540.0,103.027397
100,4228,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,16,4337690393933.253,8.593577,100,104.219178,147.446759,206.931507,1530.0,1866.25,3690.0,0.0,0.0,0.0,99.6875,0.125,0.1875,0.3125,9.125,0.125,0.1875,0.75,16,1.0,1530.0,104.219178
100,4229,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,18,4356432686216.8975,7.337525,100,100.643836,137.357447,179.479452,1540.0,1705.555556,2270.0,0.0,1.666667,30.0,99.722222,0.166667,0.111111,0.277778,8.388889,0.166667,0.111111,0.777778,17,0.944444,1540.0,100.643836
100,4230,KMeans-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,15,4358428756839.324,8.876465,100,100.561644,130.09806,193.232877,1530.0,1739.333333,1970.0,0.0,0.0,0.0,98.466667,0.266667,1.266667,1.533333,7.866667,0.266667,0.733333,0.466667,15,1.0,1530.0,100.561644
100,4201,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,54,3764418239415.1353,6.678851,100,215.130904,264.444879,311.527817,2010.0,2317.419327,3080.0,0.0,5.082982,97.084967,37.666667,28.240741,34.092593,62.333333,14.777778,4.962963,13.574074,0.0,49,0.907407,2010.0,215.130904
100,4202,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,73,3677928793218.304,4.957926,76,233.684904,260.31478,322.203026,1980.0,2449.007898,3409.395057,0.0,0.0,0.0,40.013699,33.219178,26.767123,59.986301,13.972603,5.0,11.958904,0.0,73,1.0,1980.0,233.684904
100,4203,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,48,3657450688681.081,6.53848,100,237.113194,278.499042,327.668092,2000.0,2615.99723,3617.476482,0.0,5.452258,56.896731,41.208333,29.145833,29.645833,58.791667,14.8125,4.979167,13.0,0.0,43,0.895833,2000.0,237.113194
100,4204,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,63,3696259683146.582,6.497788,100,227.747581,272.982522,334.60923,2101.658074,2427.285049,3940.0,0.0,2.820836,82.453679,37.761905,30.603175,31.634921,62.238095,14.460317,5.0,13.031746,0.0,60,0.952381,2150.0,227.747581
100,4205,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,57,3731268634097.58,6.459273,100,222.417171,270.532309,326.618717,1950.0,2487.908026,3920.0,0.0,6.026597,80.70544,36.684211,31.561404,31.754386,63.315789,14.368421,5.0,12.859649,0.0,49,0.859649,2090.0,242.705062
100,4206,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,64,3726586559322.7866,4.216309,68,224.973854,259.797854,291.436243,1870.0,2384.264756,3640.0,0.0,4.482156,96.448608,36.328125,31.984375,31.6875,63.671875,14.59375,5.0,13.171875,0.0,61,0.953125,1870.0,235.83001
100,4207,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,74,3673570018374.871,6.079676,100,234.632396,256.046078,301.623585,1987.582305,2272.438825,2730.0,0.0,2.581231,88.604541,36.0,33.445946,30.554054,64.0,14.486486,5.0,12.432432,0.0,69,0.932432,1987.582305,234.632396
100,4208,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,48,3694656424059.847,6.517641,100,228.078597,265.717338,323.654627,2100.0,2573.957123,3600.0,0.0,4.870497,89.154759,44.104167,29.604167,26.291667,55.895833,14.583333,4.916667,12.4375,0.0,43,0.895833,2100.0,228.078597
100,4209,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,74,3827324436034.439,6.22621,100,202.896933,252.827796,298.607416,1940.0,2327.279447,2733.3153,0.0,0.0,0.0,35.418919,34.22973,30.351351,64.581081,14.418919,5.0,13.486486,0.0,74,1.0,1940.0,202.896933
100,4210,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,82,3743672031316.7583,6.257385,100,220.672983,253.105312,287.341914,1940.348931,2235.537073,2811.817174,0.0,7.197321,84.53624,31.658537,31.402439,36.939024,68.341463,14.04878,5.0,12.390244,0.0,73,0.890244,1940.348931,232.140833
100,4211,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,71,3770004282432.403,6.32937,100,215.435285,251.338471,314.24835,1924.637934,2215.658471,2814.037122,0.0,8.295701,75.911991,35.183099,29.647887,35.169014,64.816901,14.788732,4.943662,13.253521,0.0,58,0.816901,1924.637934,215.435285
100,4212,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,62,3673715584206.823,6.128189,100,234.882184,269.5693,309.366662,1956.433626,2306.515888,3157.536142,0.0,9.643953,69.051248,38.225806,30.870968,30.903226,61.774194,14.403226,5.0,13.129032,0.0,49,0.790323,1956.433626,234.882184
100,4213,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,84,3759198622410.979,6.720794,100,217.49583,269.37619,307.265309,1929.37589,2256.821982,3360.0,0.0,14.946987,97.22837,38.333333,31.166667,30.5,61.666667,14.75,5.0,13.452381,0.0,67,0.797619,1929.37589,217.49583
100,4214,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,58,3571860555316.342,4.461701,67,254.240149,289.98546,329.455004,2083.41261,2303.365155,2723.117603,0.0,10.715736,90.0,38.603448,29.344828,32.051724,61.396552,14.862069,5.0,13.793103,0.0,45,0.775862,2083.41261,254.240149
100,4215,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,53,3633331898525.144,5.703635,87,242.317966,284.740622,328.362853,2000.0,2438.119624,3335.228357,0.0,7.869425,80.236379,44.169811,27.811321,28.018868,55.830189,14.54717,5.0,12.264151,0.0,44,0.830189,2000.0,242.317966
100,4216,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,71,3660387843015.5854,6.281652,100,235.573574,257.745943,313.375789,2100.0,2457.782099,3100.0,0.0,5.258913,96.816442,38.140845,29.422535,32.43662,61.859155,14.901408,5.0,13.521127,0.0,66,0.929577,2100.0,235.573574
100,4217,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,97,3765591887696.4194,5.83912,100,216.929934,246.17292,325.641578,1890.0,2317.148973,3214.383564,0.0,0.182083,17.662019,30.536082,35.907216,33.556701,69.463918,14.71134,5.0,13.969072,0.0,96,0.989691,1890.0,216.929934
100,4218,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,44,3658251791849.566,6.533111,100,238.104693,285.874416,330.726785,1930.0,2290.809205,3650.0,0.0,3.444526,55.0,40.204545,26.5,33.295455,59.795455,14.863636,4.931818,13.545455,0.0,37,0.840909,1930.0,251.431059
100,4219,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,68,3739556668674.869,6.892416,100,221.33469,248.721233,329.870134,1949.374254,2404.357881,2940.0,0.0,0.0,0.0,37.308824,27.970588,34.720588,62.691176,14.720588,5.0,13.029412,0.0,68,1.0,1949.374254,221.33469
100,4220,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,57,3673989645964.805,6.089971,100,235.419079,265.632026,322.29839,1916.331942,2487.933603,3140.0,0.0,9.408119,98.600226,38.368421,32.105263,29.526316,61.631579,14.684211,5.0,12.807018,0.0,43,0.754386,2090.0,235.419079
100,4221,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,45,3685488249877.461,6.156474,100,234.259054,263.813237,318.398213,1850.0,2203.443861,2566.007663,0.0,16.091079,96.816442,36.688889,30.622222,32.688889,63.311111,14.911111,5.0,13.466667,0.0,32,0.711111,1850.0,235.680595
100,4222,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,89,3778526263433.033,6.133837,100,214.54952,260.062521,297.129249,1866.921278,2132.339767,2400.0,0.0,5.56205,80.550985,33.539326,29.842697,36.617978,66.460674,14.853933,5.0,13.786517,0.0,82,0.921348,1866.921278,214.54952
100,4223,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,57,3835858782188.652,6.107398,100,201.811568,231.035103,267.594819,1910.0,2485.690772,3350.0,0.0,4.22803,68.660687,33.157895,31.508772,35.333333,66.842105,14.438596,5.0,13.175439,0.0,46,0.807018,1910.0,203.988026
100,4224,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,47,3754597271390.377,6.045841,94,216.360421,252.380499,304.865269,2070.0,2431.231331,3160.0,0.0,1.890573,72.456359,32.574468,34.489362,32.93617,67.425532,14.638298,5.0,13.851064,0.0,45,0.957447,2070.0,220.736678
100,4225,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,44,3748231227713.1074,6.17925,100,217.209207,250.766069,304.913819,2090.0,2429.723737,3010.0,0.0,2.541365,87.118114,41.75,33.931818,24.318182,58.25,14.022727,5.0,11.477273,0.0,42,0.954545,2090.0,228.330952
100,4226,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,53,3780413459097.892,6.120177,100,213.207461,242.557851,320.224938,1930.0,2286.531858,3071.531321,0.0,1.438506,76.032662,36.660377,26.679245,36.660377,63.339623,14.528302,5.0,13.622642,0.0,51,0.962264,1930.0,213.207461
100,4227,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,69,3738297908869.028,6.146821,100,220.83824,264.065298,327.469418,1980.0,2442.872236,2970.0,0.0,1.321715,91.198348,42.057971,30.971014,26.971014,57.942029,14.710145,5.0,12.942029,0.0,68,0.985507,1980.0,220.83824
100,4228,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,40,3789651266460.54,6.334628,100,207.420964,265.962584,313.183185,2110.0,2464.089643,3448.972628,0.0,9.595617,87.475488,39.375,29.675,30.95,60.625,14.475,5.0,12.725,0.0,35,0.875,2110.0,240.599274
100,4229,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,85,3701861956321.239,6.144198,100,229.857796,267.734751,302.038342,1905.859478,2225.174853,3079.227782,0.0,7.327854,50.0,38.623529,29.988235,31.388235,61.376471,14.129412,5.0,12.435294,0.0,72,0.847059,1905.859478,229.857796
100,4230,MOPSO,v29_hpp_cost_front_boost_fast,REPORT,100.0,55,3701883793094.524,6.245865,100,229.787851,260.76969,328.794746,1900.0,2376.748879,3555.315947,0.0,22.560702,93.637216,34.054545,29.236364,36.709091,65.945455,15.0,4.927273,14.072727,0.0,34,0.618182,1900.0,229.787851
100,4201,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,11,4143353813354.111,8.785866,100,138.788322,179.699385,230.527682,1850.0,2362.1492,3952.431774,0.0,12.241293,70.386576,34.636364,30.272727,35.090909,65.363636,11.0,5.0,10.090909,0.0,9,0.818182,1850.0,140.381489
100,4202,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,17,4068039467628.629,8.445226,100,154.614493,190.176945,248.978419,1850.0,2183.855512,2590.0,0.0,6.761822,67.475488,40.941176,30.764706,28.294118,59.058824,11.352941,5.0,10.882353,0.0,15,0.882353,1850.0,155.038526
100,4203,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,9,4050199104904.9873,8.295743,100,155.656802,189.60635,247.086064,2000.0,2399.299532,2771.833061,0.0,1.599733,14.397601,42.111111,26.444444,31.444444,57.888889,11.0,5.0,10.666667,0.0,8,0.888889,2000.0,155.777807
100,4204,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,12,4071705976048.371,8.530867,100,157.328973,206.360489,258.915082,1650.0,1932.350842,2657.51337,0.0,0.0,0.0,35.833333,28.416667,35.75,64.166667,13.25,5.0,11.916667,0.0,12,1.0,1650.0,157.328973
100,4205,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,16,4090472636935.1846,8.927703,100,153.145044,183.39579,258.125019,1680.0,1954.619721,2417.310831,0.0,19.682834,87.108976,30.875,25.75,43.375,69.125,12.375,5.0,11.875,0.0,11,0.6875,1680.0,153.616287
100,4206,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,18,4161836225185.983,8.554358,100,135.679039,174.321818,244.512154,1820.0,2146.175512,2616.198912,0.0,4.847062,78.102497,34.388889,30.944444,34.666667,65.611111,13.333333,5.0,12.444444,0.0,15,0.833333,1820.0,135.699026
100,4207,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,14,4086156189417.152,8.017695,100,155.417432,186.104119,222.334577,1580.208742,2047.964642,2650.0,0.0,4.266309,59.728323,38.642857,30.642857,30.714286,61.357143,11.857143,5.0,10.785714,0.0,13,0.928571,1580.208742,155.417432
100,4208,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,21,4153818389813.444,8.262803,100,139.235488,183.07696,225.368548,1700.0,2105.926136,3243.338222,0.0,27.534212,90.0,38.285714,32.904762,28.809524,61.714286,10.428571,5.0,9.761905,0.0,14,0.666667,1700.0,139.235488
100,4209,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,19,4084560047698.7456,8.138606,100,152.478674,173.498591,212.591137,1792.941391,2145.423806,2805.465565,0.0,2.926346,55.600579,35.947368,33.157895,30.894737,64.052632,13.052632,5.0,10.947368,0.0,18,0.947368,1792.941391,152.478674
100,4210,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,8,4257852214852.146,7.648617,100,115.945329,151.274158,182.435806,1823.203002,1938.810504,2400.0,0.0,0.0,0.0,36.625,35.125,28.25,63.375,9.375,5.0,8.0,0.0,8,1.0,1823.203002,115.945329
100,4211,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,12,3958650481283.441,9.120209,100,180.819313,226.018957,265.155416,1630.0,1994.368906,2472.692498,0.0,12.082381,41.332345,35.333333,24.083333,40.583333,64.666667,13.583333,5.0,13.5,0.0,7,0.583333,1830.0,180.819313
100,4212,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,12,4091164660538.4976,8.579229,100,150.934797,187.316226,243.219851,1800.0,1971.992416,2180.0,0.0,12.055403,72.332416,37.0,27.666667,35.333333,63.0,11.916667,5.0,10.833333,0.0,10,0.833333,1800.0,150.934797
100,4213,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,18,4232308666778.5,8.238362,100,120.424934,153.151966,193.679151,1850.0,2241.41399,2900.0,0.0,4.187052,36.246891,34.5,38.555556,26.944444,65.5,9.5,5.0,8.5,0.0,14,0.777778,1850.0,120.424934
100,4214,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,16,4075841373282.248,8.589797,100,156.491105,194.169057,241.656643,1650.0,1983.714555,2702.06936,0.0,16.924871,84.62912,35.375,27.125,37.5,64.625,12.8125,5.0,12.625,0.0,12,0.75,1650.0,156.491105
100,4215,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,15,4080771019082.5366,7.998709,100,151.875314,193.341969,240.934217,1860.0,2108.79746,2460.0,0.0,2.666667,20.0,40.733333,31.8,27.466667,59.266667,11.866667,5.0,10.2,0.0,13,0.866667,1860.0,151.934891
100,4216,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,9,4120151159535.594,8.545113,100,145.16793,168.094751,204.084389,1780.0,2211.119053,3096.141619,0.0,0.0,0.0,33.111111,30.666667,36.222222,66.888889,11.666667,4.222222,11.666667,0.0,9,1.0,1780.0,145.16793
100,4217,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,21,4242369732790.056,8.249528,100,120.376395,164.584792,237.619476,1710.0,2230.188103,3070.0,0.0,3.313116,69.575428,29.0,34.571429,36.428571,71.0,12.52381,5.0,12.095238,0.0,20,0.952381,1710.0,120.376395
100,4218,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,15,4205834091725.24,8.368086,100,128.050686,182.009458,257.352974,1680.0,2279.718198,3930.0,0.0,1.217789,18.266834,33.866667,36.933333,29.2,66.133333,10.2,5.0,9.4,0.0,14,0.933333,1680.0,128.050686
100,4219,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,15,4052455757378.817,8.624557,100,161.036234,204.852955,285.939584,1630.0,2275.676089,2890.0,0.0,2.0,30.0,39.2,25.866667,34.933333,60.8,11.733333,5.0,11.133333,0.0,14,0.933333,1630.0,161.036234
100,4220,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,12,4072095213152.7847,8.349303,100,155.103491,215.297232,263.624553,1770.0,2014.5107,2484.3806,0.0,0.533891,6.406696,35.0,28.75,36.25,65.0,12.583333,5.0,11.916667,0.0,11,0.916667,1770.0,155.103491
100,4221,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,17,3989010531325.795,8.477211,100,170.476224,198.099156,229.851148,1890.0,2248.816063,3390.0,0.0,28.453092,96.984049,38.0,26.470588,35.529412,62.0,13.294118,4.470588,12.470588,0.0,8,0.470588,1890.0,172.57781
100,4222,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,15,4058252301615.6255,8.997176,100,159.278499,171.533731,205.964535,1691.390418,2656.80912,3098.301571,0.0,33.499425,80.0,37.533333,23.4,39.066667,62.466667,12.333333,5.0,12.266667,0.0,8,0.533333,1691.390418,161.734166
100,4223,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,11,4058981009588.872,8.43957,100,156.236183,185.451456,207.864372,1870.0,2222.530441,2762.955424,0.0,0.0,0.0,40.0,24.727273,35.272727,60.0,12.090909,5.0,9.909091,0.0,11,1.0,1870.0,156.236183
100,4224,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,8,4063078423828.317,8.32894,100,154.259677,178.997353,206.363203,1953.60175,2116.536834,2680.0,0.0,1.3191,9.543322,39.5,31.375,29.125,60.5,9.875,4.875,8.875,0.0,6,0.75,1954.63296,154.259677
100,4225,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,11,4173294625104.03,8.47916,100,134.176002,155.179566,191.155819,1790.0,1965.368803,2116.335062,0.0,7.010738,77.118114,30.0,32.272727,37.727273,70.0,10.818182,5.0,10.636364,0.0,10,0.909091,1790.0,134.176002
100,4226,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,19,4065847505284.816,8.467904,100,155.727085,190.795662,228.854968,1820.0,2126.247315,3202.870387,0.0,15.727235,90.0,34.631579,27.105263,38.263158,65.368421,11.631579,4.052632,11.210526,0.0,10,0.526316,1820.0,158.79247
100,4227,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,20,4150405167498.581,8.538542,100,139.21644,181.810458,244.263304,1741.132256,2358.683897,3527.982723,0.0,10.418932,74.770085,32.85,30.75,36.4,67.15,12.1,5.0,10.7,0.0,16,0.8,1741.132256,139.304189
100,4228,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,10,4098208744886.8726,8.587148,100,150.942579,187.685999,224.793618,1690.0,2139.059859,2890.0,0.0,12.447271,79.693141,33.9,30.0,36.1,66.1,14.2,4.9,12.8,0.0,8,0.8,1690.0,150.942579
100,4229,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,10,3952303627252.242,8.265692,100,177.456764,198.514206,222.517414,1940.0,2139.899993,2380.0,0.0,17.242451,86.212257,35.4,29.3,35.3,64.6,14.6,5.0,13.2,0.0,8,0.8,1940.0,177.456764
100,4230,Trad-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,9,4130857507773.547,8.34492,100,142.652622,180.625726,242.308605,1780.0,2206.666667,2910.0,0.0,8.267007,74.403065,36.555556,33.0,30.444444,63.444444,10.111111,5.0,10.0,0.0,8,0.888889,1780.0,142.788765
50,4201,HPP-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,33,4704267171494.076,13.129395,100,37.380902,60.071352,113.523738,1110.0,1609.69697,2390.0,0.0,0.0,0.0,45.515152,0.151515,4.333333,4.484848,3.909091,0.121212,1.545455,0.121212,33,1.0,1110.0,37.380902
50,4202,HPP-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,33,4689714431933.943,12.31267,100,40.181863,65.374672,116.413771,1120.0,1432.688543,2690.0,0.0,2.727273,90.0,46.060606,0.181818,3.757576,3.939394,4.272727,0.121212,2.0,0.090909,32,0.969697,1120.0,40.181863
50,4203,HPP-init-NSGA2,v29_hpp_cost_front_boost_fast,REPORT,100.0,25,4647878808273.787,9.981386,100,48.780822,65.359745,118.126411,1130.0,1382.0,1740.0,0.0,0.0,0.0,47.4,0.36,2.24,2.6,4.12,0.2,1.44,0.28,25,1.0,1130.0,48.780822
